symbol,side,entry_time_utc,exit_time_utc,opened_at_ts,closed_at_ts,duration_sec,stake_usdt,pnl_usdt,result,exit_reason,closed_by,contract_id,max_hold_seconds,spread_at_entry,ema200_distance_at_entry_pct,score_raw,effective_min_score,score_margin,trend,momentum,stability,atr_score,atr_pct,hurst,regime,setup_type,fvg_tier,geo_channel_pos,geo_slope_pct,dynamic_score_min,dynamic_score_ceiling,dynamic_cfg_regime,execution_grade,ema200_dev_pct,ema_state,ema_trade_alignment,ctx_regime,ctx_atr,ctx_atr_percentile,ctx_hurst,ctx_ema200_distance_pct,ctx_ticks_since_last_spike,ctx_spike_cluster_active,ctx_delta_s,ai_approved,ai_confidence,ai_score,ai_hurst,ai_autocorr,ai_vol_regime,ai_model,ai_delta_s,spikes_during_trade,favorable_spikes_during,adverse_spikes_during,first_favorable_spike_delay_s,first_adverse_spike_delay_s,spike_cluster_seen_during,last_spike_before_open_delay_s,last_spike_before_open_dir
CRASH600,MULTDOWN,2026-05-26T13:59:02.991233+00:00,2026-05-26T14:32:18.293348+00:00,1779803942.9912333,1779805938.2933483,1995.302,2.0,-0.72,loss,broker_sl_hit,ws_event,835122599,0.0,0.0,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,5,5,0,1204.2206091880798,,True,,
CRASH600,MULTDOWN,2026-05-26T14:37:05.539726+00:00,2026-05-26T14:37:35.943372+00:00,1779806225.5397255,1779806255.9433715,30.404,1.2,0.55,win,timeout_multispike,reaper_poll,836858879,0.0,1e-05,0.0138,5.525,3.5,2.0250000000000004,1.5,1.37,0.75,1.0,1e-06,0.471,calm,TREND,dynamic_soft_veto_no_fvg,0.25,0.00015,5.3,5.3,SLOW,C,0.0138,above_ema200,False,normal,0.047469,98.0,0.4704,0.00014,427.0,True,23.792725563049316,,,,,,,,,1,1,0,18.712601900100708,,False,451.2372441291809,DOWN
CRASH600,MULTDOWN,2026-05-26T15:00:30.639956+00:00,2026-05-26T15:04:30.563451+00:00,1779807630.639956,1779807870.563451,239.923,2.0,0.78,win,timeout_multispike,heartbeat_poll,838135639,0.0,0.0,,,,,,,,,,,,,,,,,,,?,,,,normal,0.037366,19.0,0.4711,0.00015,411.0,True,75.86995601654053,,,,,,,,,3,3,0,125.63730216026306,,True,16.267317533493042,DOWN
CRASH600,MULTDOWN,2026-05-26T15:11:46.453525+00:00,2026-05-26T15:14:01.421126+00:00,1779808306.4535246,1779808441.4211257,134.968,2.0,0.77,win,timeout_multispike,ws_event,838698599,0.0,1e-05,0.0136,6.613,5.8,0.8130000000000006,1.5,1.47,0.75,1.99,2e-06,0.474,trending,TREND,dynamic_soft_veto_no_fvg,0.221,3e-05,5.3,5.3,NORMAL,B,0.0136,above_ema200,False,normal,0.032938,6.0,0.4739,0.00013,472.0,True,10.076524496078491,,,,,,,,,2,2,0,81.75244140625,,True,482.21602272987366,DOWN
CRASH600,MULTDOWN,2026-05-26T15:28:17.563787+00:00,2026-05-26T15:30:54.328213+00:00,1779809297.5637875,1779809454.3282135,156.764,1.8,0.19,win,timeout_multispike,ws_event,839502539,0.0,1e-05,0.015,6.25,5.8,0.4500000000000002,1.5,1.45,0.75,1.65,2e-06,0.549,trending,TREND,dynamic_soft_veto_no_fvg,0.289,7e-05,5.3,5.3,NORMAL,B,0.015,above_ema200,False,normal,0.041034,40.0,0.5488,0.00015,463.0,True,0.9527873992919922,,,,,,,,,1,1,0,109.64929699897766,,False,301.7495174407959,DOWN
CRASH600,MULTDOWN,2026-05-26T15:46:39.762962+00:00,2026-05-26T16:03:39.867083+00:00,1779810399.762962,1779811419.8670826,1020.104,2.0,-0.72,loss,broker_sl_hit,ws_event,840318139,0.0,1e-05,0.0149,6.61,5.8,0.8100000000000005,1.5,1.5,0.75,1.96,2e-06,0.484,trending,TREND,dynamic_soft_veto_no_fvg,0.186,0.00017,5.3,5.3,NORMAL,B,0.0149,above_ema200,False,normal,0.041572,39.0,0.4837,0.00015,482.0,True,23.374962091445923,,,,,,,,,0,0,0,,,False,505.5235948562622,DOWN
CRASH600,MULTDOWN,2026-05-26T16:05:20.186104+00:00,2026-05-26T16:24:48.524856+00:00,1779811520.1861036,1779812688.5248563,1168.339,1.8,0.82,win,timeout_multispike,ws_event,841120999,0.0,1e-05,0.0144,5.252,3.5,1.7519999999999998,1.5,1.1,0.75,1.0,1e-06,0.472,calm,TREND,dynamic_soft_veto_no_fvg,-0.014,0.00017,5.3,5.3,NORMAL,C,0.0144,above_ema200,False,normal,0.036048,5.0,0.472,0.00014,1622.0,True,0.7151036262512207,,,,,,,,,3,3,0,995.0199768543243,,True,1625.9467363357544,DOWN
CRASH600,MULTDOWN,2026-05-26T16:30:53.573565+00:00,2026-05-26T16:32:22.366743+00:00,1779813053.573565,1779813142.3667433,88.793,1.53,0.19,win,timeout_multispike,ws_event,842233759,0.0,1e-05,0.0126,7.591,5.8,1.7910000000000004,1.5,1.12,0.75,1.82,2e-06,0.568,trending,TREND,dynamic_soft_veto_no_fvg,0.444,-0.00041,5.3,5.3,NORMAL,A,0.0126,above_ema200,False,normal,0.033745,44.0,0.5674,0.00012,377.0,True,34.11356496810913,,,,,,,,,1,1,0,41.619717597961426,,False,411.1872913837433,DOWN
CRASH600,MULTDOWN,2026-05-26T16:39:55.905440+00:00,2026-05-26T16:47:13.296977+00:00,1779813595.9054399,1779814033.296977,437.392,2.0,0.19,win,timeout_multispike,ws_event,842689619,0.0,1e-05,0.0137,6.134,5.8,0.3340000000000005,1.5,1.47,0.75,1.51,2e-06,0.556,trending,TREND,dynamic_soft_veto_no_fvg,-0.002,0.00017,5.3,5.3,NORMAL,C,0.0137,above_ema200,False,normal,0.033972,4.0,0.5553,0.00014,464.0,False,36.526439905166626,,,,,,,,,1,1,0,390.3329288959503,,False,500.7121572494507,DOWN
CRASH600,MULTDOWN,2026-05-26T16:56:44.658551+00:00,2026-05-26T16:59:57.347778+00:00,1779814604.6585515,1779814797.3477778,192.689,2.0,0.66,win,timeout_multispike,ws_event,843485999,0.0,1e-05,0.0145,6.64,5.8,0.8399999999999999,1.5,1.5,0.75,1.99,2e-06,0.499,trending,TREND,dynamic_soft_veto_no_fvg,0.273,0.00017,5.3,5.3,NORMAL,B,0.0145,above_ema200,False,normal,0.038262,3.0,0.4991,0.00015,593.0,False,24.950551509857178,,,,,,,,,1,1,0,145.57818746566772,,False,618.4201827049255,DOWN
CRASH600,MULTDOWN,2026-05-26T17:06:58.778678+00:00,2026-05-26T17:13:31.468873+00:00,1779815218.7786782,1779815611.4688733,392.69,1.6,0.27,win,timeout_multispike,ws_event,843965939,0.0,1e-05,0.0146,6.556,5.8,0.7560000000000002,1.5,1.47,0.75,1.94,2e-06,0.499,trending,TREND,dynamic_soft_veto_no_fvg,0.265,2e-05,5.3,5.3,SLOW,B,0.0146,above_ema200,False,normal,0.044621,97.0,0.499,0.00014,429.0,False,39.24767827987671,,,,,,,,,1,1,0,345.4374842643738,,False,468.54193925857544,DOWN
